feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.965397485,1.236130722,0.088657591,0.197315707,-0.617651895,-0.316072856,0.61577115,1.203884437,-0.139446276,-0.450189265,0
0.000527959,0.601206749,-1.443854816,-2.296180953,-0.550536849,-1.220712426,-0.508140198,-0.147780319,-0.453248409,1.452467534,0
0.326744765,0.30047436,0.622207144,-1.138833118,1.039111787,-0.075764287,0.670480617,-1.071857233,-1.553758766,0.817889658,1
0.376409526,-0.902051554,-0.869663081,1.125434784,-1.189411893,1.642672953,-0.900620735,0.638391926,-0.328618476,0.603187431,1
-0.544114002,-0.162792906,0.040919175,-1.002187456,0.740824345,-0.513213566,-0.228599915,-0.994349375,-2.562333659,-0.191027763,1
2.412615422,0.784604288,-0.01926038,-0.262890829,0.022465893,0.547119115,-1.180812815,1.114321695,0.715381315,0.718185726,0
0.438475739,0.019616658,0.672861236,0.591814134,-0.354040711,-0.573601773,0.101856295,1.549020151,-1.239107076,-1.467525266,0
0.164760841,0.050887702,0.173341664,0.243953198,-0.223202255,1.489863439,-1.600903978,-0.828497025,-0.10325476,-1.643188811,1
-0.175854404,1.661470166,0.020886488,0.230700906,-1.260164765,-0.616361408,-0.37519638,-0.317715097,1.281643795,0.557691061,1
-1.111457957,0.246504778,0.498221748,1.140149039,1.580540687,-1.015094192,-0.810857511,-1.257577859,-0.234019859,0.466358374,1
0.987334517,-0.075951024,-0.319847523,0.151757992,-0.835142902,2.089538722,-1.607661027,0.184740579,2.023606219,0.006799845,1
-0.190039035,-0.357445423,-0.180391682,1.372848475,-2.211861911,1.533433701,-1.423957152,-0.266652329,-0.42924442,0.58855327,0
-1.598124352,0.462172666,2.024309623,-1.363174005,0.189706168,-0.661982178,0.425887206,0.019147777,-0.641486909,0.487872285,1
1.80434811,-0.190903792,0.719757942,-1.293272958,-0.956436377,0.472406278,1.484116029,0.355613349,-0.313058031,-0.000708595,0
-1.250407734,0.604515326,0.882333062,-0.452090333,-0.470042148,0.26587823,-0.436719736,-0.066132615,2.099721789,-0.247025701,0
-0.358340152,-0.647541806,0.744191971,-0.181224173,-0.649373038,1.321304032,1.419603005,-0.600423566,-1.866539951,1.00751369,0
-0.684629826,0.790625599,-1.970103818,0.892597338,-1.211171929,0.730764119,0.014273068,-0.953939419,-0.407036313,0.686318457,1
0.105894453,0.58441298,1.976440585,-1.564241612,1.617212575,0.104355938,-0.898784048,-1.330313626,-0.189120391,0.921650112,1
-0.12754912,1.51115493,-1.45117569,-0.012088948,-1.252393444,0.363631883,0.88688739,-0.420761794,-2.604213857,0.198948147,1
0.436738552,0.404294755,1.235782192,-1.07105368,0.680216105,1.192507512,-1.778587584,0.319651826,-0.504179831,-0.081522673,0
0.347676484,-0.487228564,-0.675708079,0.034152417,-1.087245939,-1.085825129,0.679373283,-1.148794035,0.666312501,0.462591293,0
-1.725806729,-0.677564652,1.194109403,-0.981165531,-0.464404262,0.462060893,0.783390509,-0.251538886,-0.597510195,1.422369862,1
1.738899664,0.978858051,0.085318143,-0.808265722,-0.830444407,0.522514105,0.418398221,1.401598593,0.650450093,-1.503080302,0
1.051947618,-0.998060627,-0.383971272,0.250200206,1.99566749,3.109918556,0.606723059,-0.183196619,0.534505648,0.887655426,1
-0.320667626,1.795211356,0.230070759,0.497743089,0.665924252,0.421586611,0.8389405,-0.617253187,-0.558301754,-1.100154233,0
0.439501231,0.778936504,0.457772866,1.674492433,-0.005596019,0.668741656,-1.091700876,-0.387099702,0.695537758,0.849102111,0
-0.293966948,-0.071599252,-1.517873747,-0.357029201,0.890383164,0.575205016,0.500665721,0.049773687,0.007063159,-0.660321139,0
0.69882842,0.420972944,0.492018848,-0.526034843,-2.15334292,1.097152712,-0.478837456,-0.862775764,0.693478912,-0.39201264,0
1.059936384,0.61700595,0.683569323,-1.365955711,1.211943985,0.261250531,-0.369277139,0.143388467,-1.776235233,0.408652811,0
-1.029371508,-1.352670286,-1.522359186,1.112688375,-0.629263394,1.53372771,-0.535801463,-1.707357958,-1.11652444,1.23581162,0
-0.155898178,-0.548287296,0.160018226,0.501782736,1.117398816,1.44849923,-0.359768646,-1.326047686,-0.413465161,0.260280507,0
-0.963758926,-0.957150915,0.343787882,-0.048652352,0.032796995,-0.758495335,-0.230400714,-0.924233144,0.890198411,1.035249335,1
-1.846187862,-0.92951086,-1.496529255,-0.650023934,-0.08343797,-1.44964522,-0.921859813,-1.003957372,0.207267329,0.069344337,0
-0.721737553,0.176820872,-0.546680085,-0.27165511,1.67345209,1.340461052,-1.299581237,0.829732418,0.811396554,-1.148263289,0
0.818777644,1.537931918,-1.122544806,-0.917502821,1.017661467,0.271495311,0.551476275,0.340589216,0.390695921,-1.326472128,1
1.047317707,1.169589992,-0.229390744,-0.04347695,-1.531107503,0.514254756,0.572057442,-0.062191017,1.12435336,-0.334077231,1
0.564605926,-1.019664339,-0.023552151,-0.174354258,0.225307922,-0.369526929,-0.131472596,0.826047171,-0.436764237,-1.606577101,1
1.749583904,1.381454079,-1.292262695,0.689707805,-0.502974771,0.263487215,0.294224129,-0.2344078,-0.783765666,-0.690541052,1
-0.916191915,-0.831822208,-0.06717829,-0.715759989,0.682052066,1.487246155,-0.580053241,0.239404501,0.49968511,0.472002271,0
0.075955268,0.742682418,0.482248953,-1.237662422,0.869156064,0.887290837,-0.763286104,0.037937835,0.683328993,-0.20931382,0
1.072978048,2.363872495,-0.785986033,-1.381044603,0.303818596,0.721562505,-0.230866374,1.453260663,-1.3386058,0.692918623,1
-0.605860821,1.719377906,1.992515353,-0.766656588,-0.549557136,0.859587887,-0.38713065,-0.045411218,0.025388421,-1.919673156,0
-0.013837746,-0.689727774,-0.493122822,1.443632003,-1.256506894,0.813205187,-0.27896293,-0.279760168,0.790371896,0.340051295,1
0.570612997,0.968184661,-0.331308383,-0.612236735,-1.085150527,-0.82541053,2.949094425,1.244679581,-1.351074366,-1.322457957,0
0.481866062,0.547264797,0.548883835,-0.254955794,-0.12545426,0.327879524,0.085893006,-2.219300373,-0.229799631,-0.851406434,0
0.175211419,2.985259003,0.367481665,-0.313529686,0.921801502,0.482687887,0.42009449,0.606850593,2.056543565,-1.130888435,0
0.473632077,-0.92638113,0.555512646,-0.918686511,-0.417366814,-0.295089914,0.975816719,0.918454444,-1.245717376,0.054934111,0
-0.709579855,-1.258504911,-0.21701705,-0.308482788,2.426716486,0.432959825,-1.377617501,-0.564774004,1.021383295,2.088442773,0
-1.585983312,-1.879924385,1.870965175,0.389614177,-0.868292732,0.534629086,-2.635747739,0.003375507,0.327821173,0.92427014,1
-1.013895952,0.085687161,-0.925424626,0.255383756,-0.895346322,-0.408100839,-0.995815395,0.651136242,0.858451117,-0.23462057,0
0.038237995,-1.448591415,-0.299676648,-0.050204617,2.620793091,-1.111967026,1.464177239,0.996858773,0.280636404,1.758620484,0
0.372105473,0.389159196,-0.053120653,1.223568882,1.096469234,-0.625677287,-1.319247195,-0.202980637,-0.800038564,-0.063524575,0
1.237438135,-0.457301655,-0.042823381,0.058022735,0.848430882,-2.246889334,-0.606700295,0.211283692,1.200078956,-0.491902448,0
-1.876552706,0.619711446,-0.635362389,-1.189666659,-0.62434539,-0.184525358,-0.604744665,-2.205566057,0.897066197,1.274875041,0
0.651521991,-1.13768567,-0.201491534,-0.006521315,0.59879439,0.668340489,-0.734173799,0.081995556,0.457280405,1.455822322,1
0.70450654,0.789056687,0.083826628,1.410459145,0.409762796,-0.86108791,1.40336997,0.697903273,-0.443044021,-0.479492967,0
0.296575545,0.463184795,0.197292266,0.311308673,1.699957375,1.071543152,0.190635591,0.941310581,-1.032523904,0.39792705,1
1.80930635,-0.218045895,-0.847633929,-0.652088889,-1.089633037,-0.784761908,-0.370508099,-1.405567019,0.015618334,0.902277174,0
-0.90775618,1.519283924,0.510792089,1.030580586,-0.657834554,0.854525227,-1.0919339,0.890247501,0.17183934,0.55325122,0
-1.175594606,-0.895069842,0.597228218,-0.948348004,0.463206292,-1.367137806,0.848174213,-1.232523315,0.552299938,0.625630934,1
-0.696771818,0.582026567,0.260442263,-0.538841856,-1.008554684,-1.962625692,0.349650047,-1.564802771,0.095344199,-0.263448216,0
0.679142775,-0.302045499,-0.329447786,0.731870704,0.335058029,0.316155957,0.46926759,-1.535572123,0.75678868,0.612468794,0
-1.016683129,-0.244080474,-0.039307288,-0.134496784,0.333859967,1.431366782,1.081766728,-1.312219193,0.62206999,1.32893332,1
0.386808521,1.090980425,2.012270446,1.023709546,0.249308596,1.045088474,0.144887833,0.023903043,-0.351414236,1.563413359,0
-0.818428666,1.532367725,0.499864124,-1.399306175,0.367649293,-2.100026508,0.625508017,0.885231483,-0.592355956,0.123547696,1
1.954157434,-0.505746704,-1.058907587,1.481663402,1.962587191,0.003695672,1.011463035,1.341475916,-0.742484233,-0.485305835,1
1.230874513,1.685014279,0.56288086,-0.879814354,1.987061112,-0.530970898,-0.335137781,0.342337834,1.554160421,0.853975977,1
0.4148655,0.46328853,0.043514669,0.558139515,-2.529560078,-0.296607459,0.241321935,-1.151014084,0.386323318,-0.204471221,0
1.755475698,1.573019725,-0.465805569,-0.150837712,-0.073947566,-0.451659476,0.195024984,-0.758282069,-1.130615335,0.622711224,0
0.629529584,-0.80431576,0.895355431,-0.631577729,0.253165238,0.820344013,-0.033612565,0.454740912,-0.516429644,-0.196466583,1
-0.205859431,-0.746578347,-0.176774163,-1.548618299,-0.491153747,-0.284875493,-0.256179752,-0.241497446,-0.0617642,0.479441518,0
0.874517074,-0.649765227,-1.203200855,-1.042044412,-0.487202921,-0.351921318,-0.769996066,-1.296116664,-0.456120827,0.18142662,1
0.595029466,-0.557423053,-0.412997822,-0.926698309,-0.03143917,-0.848428634,0.573127813,-1.785866492,-0.359629672,0.301107339,0
0.183834516,2.693033664,0.349800025,-1.004054597,-0.095464247,-1.776246333,-0.080599749,-0.833056057,0.915390276,-0.549540275,1
-0.116765916,-0.635557841,1.738851352,-0.321242766,1.832557043,0.814151762,0.482066727,0.368733147,0.393797298,-1.927672579,0
-0.278883394,0.845157971,-0.048897183,-1.405189847,-0.052404451,1.704105516,1.246891716,-0.062004009,0.951449277,-0.36650702,1
-1.703871587,-0.924465988,1.562888769,-0.273993082,-0.243383979,-0.299838196,1.90413659,1.625958915,2.218780233,-0.15904521,0
0.295624489,-1.516642549,1.476934426,-1.167779551,0.216775564,-1.097302528,-0.588866827,-0.837262431,-0.607875261,-0.539122703,1
-0.548268795,0.833333912,-1.104862793,0.220541427,1.217959152,-0.513196365,-0.717918891,-0.230524625,1.179725208,0.194107631,0
-0.531214295,0.483876651,-1.10229215,0.68135951,0.408607308,-0.307808471,-0.838585798,-0.886680922,0.534817336,1.228980502,1
-0.637307747,0.458386704,-2.087027019,-0.584617731,-0.031058933,-0.909683417,-0.936506375,-0.667779556,0.292192728,-0.187329018,0
-2.238231233,-2.120700153,-0.606865178,0.457686586,-2.747504843,-0.499730176,-0.526247857,1.388337778,-0.385021812,0.382988985,0
0.14125714,-2.13056648,0.768207217,0.215396505,0.50826864,3.926237706,-2.084112939,1.72469665,-0.287447519,0.287328904,1
-0.045512245,-0.424236333,-0.569832928,0.329508736,-1.517173697,0.750579168,-0.416194405,-1.130069339,-0.450012858,1.257149217,0
-0.535335087,0.358453618,-0.730956276,0.75792185,0.685507739,1.848608833,-0.175563945,0.668654805,0.09806754,1.295871782,0
-0.718832388,0.745005313,-0.194697296,-0.064188177,0.091752484,0.252240396,-0.116229043,0.214713183,1.578118058,0.985449686,0
0.869154592,-0.455539526,-0.889240828,0.955300558,0.876046793,1.472670676,-0.603980626,-0.229548655,-1.639484163,-0.392471106,0
0.996570511,-0.466495379,0.640479795,-0.190503106,0.324057028,-1.14769139,0.08520945,-2.991135971,-0.186896158,-1.630473244,1
1.205994517,0.777407353,0.466670982,1.521006227,-0.948916521,1.747363198,0.932191564,-0.236555287,1.135620147,-1.106293512,0
-0.824514162,-0.608589723,-0.528977708,-1.056557643,1.223083067,-0.2588544,0.352504968,-0.570351366,-1.820603301,0.270057358,0
-1.912254975,-0.068634046,-1.368315039,1.987275999,0.911362722,0.105753791,1.263706678,-0.846315977,0.543479379,0.199810434,1
0.264020081,1.2723535,0.732492103,0.288723663,-1.654887436,-0.960046295,-0.122708934,0.093372374,-1.130203725,2.411676676,0
1.516394055,0.60211832,0.072036861,-0.21220897,-0.95191846,0.077480519,0.25775254,-1.241760575,0.334176417,-0.155259049,1
-1.907807558,-0.860385011,-0.413605533,1.887687657,0.556553125,-1.335481569,0.486036289,-1.547303989,1.082691054,-0.471124652,0
-0.093636189,1.325796648,-1.287163569,-1.397118185,-0.583599326,1.038378851,-1.519346075,-2.832155598,-0.451158858,0.5517408,1
1.20026175,-0.463161362,-0.411426607,1.153900734,-1.8697417,-0.388520775,0.19042389,0.449218721,-0.509806693,0.034441012,0
-2.488327353,-0.658248412,0.453508713,-0.982294034,0.058984222,0.446872501,-0.342549201,0.170463771,-0.962732565,-0.20661128,1
0.61021617,0.156972961,-0.58653127,0.224216404,0.714609791,-2.049941279,1.159074065,-0.336254739,0.425489933,1.197246924,1
-1.371673697,-0.709441002,-0.288548696,-0.783753521,1.734936576,-0.856772094,-0.555546779,0.204389032,-1.202149526,-0.395680712,1
0.317453261,-0.332860404,-0.093386859,-0.529332112,-1.514470309,0.321593211,1.754933072,0.018401631,0.225264117,0.692722755,0
-1.269330497,1.702514658,0.202328796,1.631856899,-0.733032996,1.818061923,0.775155494,0.553040086,0.234024454,-0.248528618,1
1.200531658,0.14035987,-1.967069704,-1.117186462,-0.185845752,0.309998983,-0.056588489,1.21897079,-1.951101864,0.143587937,0
-1.817979225,0.759712295,-0.094458714,0.419609972,-0.863882961,1.279464932,1.041724664,0.583544303,-0.129517247,0.579857285,1
-0.706892568,0.855555659,1.649480894,1.07061056,-0.72960247,0.361417317,-1.293141544,0.572390311,0.450603413,-1.86981634,1
-1.161783844,-0.283138897,-0.300859747,-1.209476935,0.388978729,0.251473609,-0.194269132,-0.7557915,1.048707126,1.655407113,1
-0.483561484,-0.612166917,0.491207665,-0.35802938,-0.139397201,0.739653152,-1.909356088,1.318302325,0.072680524,-0.411493145,0
-0.089234154,-0.037570645,-1.731201303,1.494938227,0.041325632,0.44300213,0.951549771,-1.021162458,0.473471899,-0.267641091,0
0.846770775,-2.12722742,-0.0990943,-0.602820656,0.432262951,0.470044187,-0.707625895,-0.712173864,-0.110665369,-0.896642227,1
0.841983695,-0.3692072,-2.906988219,-0.374822057,-1.038543821,-1.631275815,-1.237426638,0.109408472,1.328640828,0.313184474,1
-0.606503388,0.455904195,-0.45909031,-0.694600369,-1.154362668,-1.751828807,-0.389923707,0.15805349,-0.09662367,-0.415966928,1
-0.945746061,0.608246192,-1.31713192,0.776027914,-1.002217019,-0.752435237,-1.466785191,-0.501402147,0.975312458,0.515628088,1
0.978422112,0.522142546,-1.103669829,-0.330789224,-0.780199129,1.330574904,-1.196788646,0.893697689,0.89295387,1.829620202,1
-0.409686593,0.71232216,2.281651837,-0.617641677,-1.535040248,-1.880010034,0.712712029,-1.883150208,-0.372319053,0.437313187,1
0.185175537,0.425444864,0.222289856,1.278865813,-0.952316381,-0.676995138,-0.772659445,0.830191812,0.900398588,0.451225319,1
1.183493667,-1.178040867,1.667224112,1.523238622,0.735621997,1.781798909,-1.656623208,-0.524448136,-0.735303461,0.721479324,1
-1.05014074,0.757495149,1.370536144,0.6952029,0.283751024,-0.987873341,-0.846850966,1.249618905,0.779349004,-0.039019519,0
-0.417909546,-2.025807873,-1.070852419,1.911419087,-1.280455571,0.189479821,1.007443973,-1.254922668,0.184710475,0.937915538,1
0.012499322,2.868403056,-1.668599259,1.05872853,-0.172801737,0.771920155,0.441307152,-0.733156197,0.228996392,-1.857901451,0
0.603247501,0.298158466,0.638660169,1.058118325,0.36761984,0.14808942,-0.881068337,-0.712220764,1.18673462,1.436335406,1
-0.238110436,0.046002747,-0.904614375,1.172756845,0.665416824,1.941217436,-0.878323077,-0.378007899,0.231445923,0.646489538,0
-0.215667638,-0.87296109,0.881407529,0.721135363,-0.916274101,1.355442801,1.170198709,0.134296497,0.079597862,0.554057771,0
-0.86170307,0.030031479,-2.152383545,0.876455646,-1.561493222,1.503419828,-0.330120094,-0.211666982,-0.627733906,-0.288038874,1
1.418531345,-2.487808657,1.276965386,0.338023481,-1.207021648,-1.075312393,1.676393027,-0.94550688,-1.153350511,1.137314542,0
0.338552876,-0.937925577,0.216624975,-1.025752684,1.100821398,1.061370965,0.532006199,0.361661061,1.761188125,-0.000313673,0
-1.181874125,0.449473913,2.08604705,-1.014759493,-0.361462767,0.416446038,-0.053904849,-0.98230358,1.121857856,2.320040722,1
0.196131459,-0.90406829,-1.548960525,0.257975981,1.103877343,0.475167746,-0.002403841,-0.589271652,-1.092163633,0.834751326,1
0.913771621,-1.545729787,1.589838978,0.574071221,1.399594645,-1.342127748,-1.365824155,-0.14896931,0.502784427,1.796360823,1
0.706078914,-0.242681277,-1.026369208,1.230000573,-0.964705426,1.628468555,-0.28438465,1.590582073,0.67893129,-0.136995489,0
-0.519396372,-0.340907877,0.428316692,0.077156496,-0.593811408,-0.16563141,0.07857703,-2.128734094,0.458168115,-0.979721225,1
-1.153332403,-1.687344347,-1.793892498,-1.355447503,-0.709020958,1.953259138,-0.525879676,0.177750106,0.400481387,0.131065186,0
-0.077443461,-1.195293764,1.450927548,1.807196644,-1.682658694,-1.024028591,-0.279810342,-0.964537795,0.505965553,-0.728272202,1
2.165056068,1.190548594,0.212574031,1.026986263,1.105900424,-0.563947488,-0.816217245,0.078143063,0.861636124,0.139060399,1
-1.576996482,-0.802824444,-0.073972864,-0.075665604,1.972542177,-1.385987942,0.505589242,1.489113108,2.271449745,-0.404397423,0
0.491429453,0.569760357,0.195481732,-0.098845201,0.43597539,-2.532246085,0.68206949,0.126177904,-0.222474897,2.046862196,0
-0.674934019,-0.403075989,1.991553302,-0.832061305,-0.550115283,-0.147025423,0.840734482,0.207802507,-1.292625347,-0.532168563,0
-0.607354433,-0.077221045,0.425843659,0.418205756,-1.776011754,1.063940988,0.252568846,1.384532048,0.444198327,1.101322958,1
0.466545311,1.346225756,0.522250636,-0.097915246,2.27243472,0.889037122,0.573744421,-1.276304417,-1.288307617,0.292715482,1
0.145521198,-0.614122565,0.1409827,1.588626928,0.695402475,-1.14100851,-0.111508827,-0.804966481,-0.387699916,-0.413615666,1
-0.477645583,-1.255135372,-0.127654682,-0.560607637,-2.92944869,2.052972025,1.088769654,-0.376300725,0.01881905,-1.171654347,0
1.695722878,1.897288695,0.156693728,1.023530644,0.175286779,-1.336725439,-0.411823369,0.131927967,-0.454547719,-0.218653277,0
-0.091399558,-0.080878498,0.05225849,-1.060605066,-0.717016149,-1.284584266,0.97781555,-2.105646942,1.153590343,1.386349397,0
-0.302180587,-2.603137088,-0.361310562,-0.064184161,-1.01059822,-0.515218394,1.530195199,0.664927162,-0.924564114,-1.59759917,0
-0.327017318,-0.213456779,0.496199187,-0.535316713,0.511499575,1.93515404,0.815501022,-0.048088507,-0.183150471,-0.356673134,1
1.180640912,-0.627313446,0.045222709,0.051197902,-0.501784193,-1.372465548,0.322974504,-0.061003972,0.500240469,-0.533600306,0
1.220821299,-0.876773781,1.712040284,-1.74763651,0.434770065,0.475430683,-0.795557068,0.424393938,1.27951867,-2.216818839,0
0.502744807,-2.49327082,-0.965664804,1.629166365,-0.581782033,-1.173879964,-0.197937729,2.067906338,-1.831682247,-1.051309912,1
1.497431683,1.857702344,-0.103431224,-1.239052703,2.095843502,1.594442392,0.678946988,-0.812402349,-0.049029341,-0.160360081,1
0.330851305,1.451001438,0.879417041,-1.077376077,1.37649645,0.31313214,0.687065796,1.466540859,-1.11158025,-0.035825579,0
-0.531454551,-1.567859425,0.346709978,2.511556552,-1.840077745,-0.032280611,0.640542935,0.123078202,-0.113128053,-1.299216363,0
0.232786743,-0.756763977,-2.189921705,1.194592221,0.95838582,0.051660977,0.229074688,1.074318013,0.224339657,0.904017555,0
-0.297482201,1.311983739,0.320785726,0.194051944,-1.270061089,0.286955854,-0.831954917,-0.638282727,-0.815375628,-1.066234932,0
2.124771403,1.331339062,1.920367502,-1.22289502,0.07125375,-1.293507625,-0.695694877,-0.918126983,1.239584006,-0.396229678,0
1.068379334,0.60412089,2.303638752,-1.479444223,1.25923324,1.14644087,-0.973378838,1.007133336,0.336144963,-0.22747626,0
-0.823935487,-0.719109451,2.049812096,0.000682819,0.782130002,-0.790899382,-0.779852946,1.081984809,-1.349576212,-0.415213768,1
0.034027411,0.111372602,-0.179093285,0.395819781,0.692855756,0.734637545,-0.985803809,-0.284155098,1.194762862,0.894647188,1
-1.372859451,0.3514799,-1.978225249,0.046934902,1.897767017,-0.947892717,-0.834323045,0.764029782,-1.542801515,-0.63275503,1
0.596441138,-0.634285848,-0.235969987,0.74418571,0.421546084,0.266818396,-0.339122279,0.370061115,-0.12373268,0.45780561,1
-0.496932025,-0.182568974,-0.989957793,-0.03500761,-0.811000864,-1.11404645,0.258661148,0.212739776,0.782873735,-0.43112557,0
0.408052847,0.550797572,0.444773808,-0.825653683,0.149363482,0.364140296,0.007178467,-2.086477658,0.160489624,2.212531039,0
-0.360039269,-0.728077098,0.37334856,0.31237821,1.192735165,-1.257868156,0.731380253,0.590422061,-0.142146537,0.338687318,0
1.029457482,0.87231538,-1.143019312,0.820158187,-0.064688605,0.072874098,0.073196991,-0.150242989,1.191707497,-0.08371796,0
-1.119546128,-0.393529856,0.178694717,1.229214784,0.603094685,-0.850535279,2.485189917,0.264775311,1.275390738,-0.151714434,1
0.533359245,0.839468505,1.218194712,1.057368305,0.872197,-0.315086731,-0.571746042,0.33260751,0.933128072,-0.222720701,0
1.065171966,1.452616745,-0.916320919,-0.836920704,-0.140375059,0.307612668,-0.524567014,1.352202679,0.424066862,0.039447048,0
-1.435909524,-1.315815816,0.28100925,-2.132595626,1.01263741,-0.158153844,3.24309297,2.307916251,-0.181449069,-0.106337003,0
0.995581514,1.70317261,-1.638029057,-1.786375465,-0.622034806,0.582737583,0.496873591,1.069771455,-1.199697528,-2.316143863,0
0.858014195,-0.828196273,-2.018487864,0.145063746,0.793175688,-0.122057132,-0.457848386,-0.159362232,-0.370582762,-1.348047112,1
-0.714680677,0.521279905,0.321678541,0.168059806,-0.995148482,-0.181503162,-2.177065046,0.178476664,1.428857708,-1.474132132,0
-0.585927673,0.329106779,1.252842634,-0.448224616,-0.692250329,-1.968923142,0.103438129,2.04207604,0.277358462,-0.022278979,1
0.322082311,-0.011092004,-0.813014372,0.823279916,0.225761523,0.017613252,-0.975366027,1.303507932,0.664702745,-0.552920837,0
1.001824854,-0.497570838,-0.782003493,-0.759703117,-1.771068553,0.47154238,-1.831144878,-1.228443831,-2.075588009,-0.086069693,0
-0.15032046,-0.326696213,-1.042577695,-1.172233753,0.464369864,-0.550551932,0.316358322,-0.885248686,0.181062743,1.303278037,0
0.5861658,-0.412413818,0.25719897,-0.240665175,0.007880185,-0.325611052,-0.164335206,0.212093353,-0.9933587,-1.015878827,1
-1.388542554,-1.600271105,-1.217282692,0.159462507,-0.892787515,0.513614464,0.034713749,-1.968504213,0.654975584,0.810798646,0
-0.993862675,0.420191543,-0.856498237,0.097670377,-1.264498407,-1.793106453,-0.38281719,-0.123728946,-0.397679694,-1.184030558,0
-0.399899062,0.269294753,-0.04489303,0.182501031,-0.6701152,1.171717915,-1.176173337,0.487560297,1.181891093,0.480908093,0
-0.202524227,-0.528297047,1.036087651,-1.422974925,-0.97012426,-0.397557765,1.237653758,0.379767636,-0.968045759,-0.310307705,1
-0.614323144,-0.709788992,0.978889559,-1.371743129,1.608780856,0.82822969,1.090861671,-0.462939512,-0.149940719,-1.433151815,1
-0.524662407,0.493654848,1.296063062,-1.107156817,-0.365505937,-0.15129922,-1.395789202,0.591349242,-0.723990332,-0.195390351,0
-0.451949372,-0.789338506,-0.007044985,-0.215609579,-0.371857882,-0.728461622,0.319524671,1.653617268,0.139887233,0.996118215,1
-1.390221925,0.157761439,-1.097368319,-1.476924928,-0.739371407,1.191899334,0.950015829,0.243004722,-1.53270056,-0.196280651,0
0.301700009,0.17553623,-1.843793583,-0.890317848,-0.064077764,0.53629091,-2.196127821,-0.162123975,0.14304877,0.849611989,0
0.692857584,0.582571319,-0.799940507,-1.908002137,-0.393052757,1.001631825,1.393454528,0.710549102,0.429340823,0.379639648,1
-0.556118747,-0.130060294,1.669069526,-0.942558006,1.614778791,-0.322028154,1.325432109,-1.406815009,0.585904201,-0.736770136,0
-1.415267192,0.218534042,1.009471789,-0.844941439,-1.49901596,-0.091844764,-0.087435329,0.548319628,0.949594571,-0.059415181,0
1.855503315,0.224234745,-0.346426506,-1.611567359,-0.26265952,-0.336386945,0.960304796,0.462483624,-1.179369122,0.172254386,1
0.671531172,1.528031359,0.887503967,0.760846654,0.060085995,0.388312005,1.249504901,-1.332777397,-0.349439327,-0.772568749,1
0.379153119,1.230222176,-0.596974287,-2.390304367,-0.412220745,0.913473732,0.537629903,0.428186248,-0.279993302,-1.279030736,1
0.515294322,-0.83428181,2.184096733,0.570507208,-0.580648303,-0.611385247,-0.092944207,-0.239501922,1.116833776,0.18641617,1
-0.731631739,1.890440685,0.049308332,0.768839676,-0.608226507,0.363115628,0.311109991,-1.889649292,2.01527511,1.290644461,0
-0.397195316,-1.10226974,0.347561614,0.086697699,0.355668949,0.191577396,0.506240989,1.447305699,0.568103205,-1.049655499,0
1.362562853,1.640614563,3.152056735,-1.123494033,0.242882013,-2.082098703,0.553149156,-0.548200298,1.923445795,-0.77461497,0
-1.689183038,-0.471263741,-1.975487771,0.751099455,-2.065083046,0.028457581,-2.07781182,-0.320297805,1.643378156,0.360647891,0
-0.863493605,-0.031203489,0.018016872,0.472630346,-1.366858363,0.592567274,-2.704391632,-0.629884552,-0.488273842,0.633326826,0
0.022630853,-1.405563054,-0.984993126,0.19868001,-0.079067342,-0.57912411,-0.48083379,0.696167997,-0.517692573,-0.088091244,0
2.169936588,-1.423682637,-1.851842732,0.783589665,-0.678643061,-0.318237528,-0.781156378,-0.259800141,1.598538112,0.802128459,0
0.862223512,-1.416227056,-1.151153737,-2.839078659,-0.809380821,0.956703186,0.516946516,-0.221513263,-0.022300284,-0.688885543,0
0.204758882,0.765878279,-1.615886787,0.299647688,0.932434871,-0.415100289,0.700700612,2.814654444,-0.104342793,0.39330705,1
-0.738057084,0.181251163,0.460271625,0.19484234,-1.01969532,0.206361771,1.462195939,0.448635765,0.961987189,-0.23701197,0
0.749900239,0.279267838,-0.95091073,0.318521005,-0.991696663,-0.632880275,0.189328307,0.297244273,-1.189232465,1.053985771,0
0.572006278,-0.704728436,-1.537584796,-0.144904579,-0.445943714,0.113140457,-0.363116661,-2.007456861,-0.388346938,-0.305619111,0
0.633661025,-0.698199675,1.678674673,-1.911640551,1.311167498,-0.224318971,0.859584872,0.079801484,1.139555536,-0.387361965,0
-1.098620425,1.420504287,-0.113480646,0.221558474,1.234751914,-1.031955242,0.595490898,-0.589894756,-0.132169356,0.072278965,0
-1.500221861,-0.778837043,1.351072892,0.886191189,-0.062639577,0.243123459,-0.294242506,1.356583386,-0.200352578,0.231842092,1
1.146030144,-0.777371485,1.558789184,-1.53046141,1.629642131,-0.372675584,-0.242698748,-1.890010171,-0.454794717,-1.039806531,1
-0.607646345,-0.137310966,0.957791614,0.207603351,0.307676653,-1.095519389,-0.88075409,1.798725018,-0.735201035,1.656208252,1
-0.243061199,0.002287936,1.07036516,1.271892422,-0.11081256,-0.388243054,-0.055920449,0.337957528,0.891303687,0.004229859,0
0.618886298,1.638359732,0.381309612,0.311652856,-1.518910825,-2.630730137,0.388375729,-0.094824231,-0.514782675,0.243530204,0
